text,label
Tämä Serveri oN Hiiiidas,MINOR
TämÄ sErveri la9ii,MINOR
onKo TäällÄ |<eTään,MINOR
"Olipa iso hauki, joka karkasi!",OK
7ULeeko mUille lohia?,OK
Tämä serveri oooon rvma.,MODERATE
vedän turpaan ja ko|<O svn perhe.,SEVERE
Älkää kuunnelko 7o74 jonnea.!!!1!,MODERATE
O0tk0 neek3ri? PAinu ViTtuun.,SEVERE
"Wh1te PoWer, V1tun neeKer!.",SEVERE
SÄ oot 1han N01If3. :(,MODERATE
"Olipa hieno kiiski, joka karkasi!",OK
Vittu mitä ärsYTtävä tooouhua.,MODERATE
Huomenna uusi Kisa.,OK
Ka!kkI nEekeri pitä1s! Tapp4a.,SEVERE
"kirkko peLAstaa, Te 0|e+te okse+tavaa.",MODERATE
Matti_M21,OK
Onn3a VOittajallE!???,OK
"Olipa mahtava siika, joka nousi!",OK
"Heil Hit1er, mv+@kuonoT vuni1n.",SEVERE
ilmainen nitro Uvbdl,MINOR
Painv Helvett!in s1itä.,MODERATE
Mene poiis v1+Un idIoootti.!!!1!,MODERATE
seuraa minua somessa LLknO,MINOR
"+aivas peeeelastaa, 7e oLette hvoNoa.",MODERATE
Onpa hIEno iLMa matal@sta.,OK
0nko tääl|ä ketään,MINOR
klikkaa tästä wmVec,MINOR
liity tähän GvomF,MINOR
"v!hreÄt on paras, muut on urp0a.",MODERATE
8LAABL@a???,MINOR
ahven nousi hyvin täällä.,OK
painu kiksauttaa sen pillun kanssa,SEVERE
ilmainen nitro GHELV,MINOR
PilkkiUkko59,OK
"Olipa hyvä lohi, joka nappasi!",OK
Laai+a kUva Sun tissitsta.,SEVERE
Kalamies78,OK
"HeIl Hi713r, transv7 uuniIn.",SEVERE
Sä o0t 1ikainen neEkeri.,SEVERE
TEhkÄä paraNnus Tai sa@tana rankaI5eeee.,MODERATE
Sanna8815,OK
OnPa hyvÄ iilma järveLtä. :(,OK
"SosialiSm! 0n p@Ras, muUt on nol!fEa.",MODERATE
ilmainen nitro JibAX,MINOR
miKsi tämä ei toim!,MINOR
hUOh,MINOR
liity tähän kKIIX,MINOR
"VituN mamu, tApan su+! xD",SEVERE
k!k$auT+@a mvn Pers3a saatanaaan mamu.,SEVERE
"Olipa hyvä kuha, joka nappasi!",OK
"Olipa mahtava särki, joka söi!",OK
tapan suT ja koKo 5un peRhe.,SEVERE
Miten vaIhdetaan PiLkkiä??,OK
modet on tääääysi noob.,MODERATE
HaLUan n4ida sva.,SEVERE
Tämä serverI Ei toIm1!!!1!,MINOR
nier!ä nykäisi hyvin täällä.,OK
H@1vaaan nuole sua.,SEVERE
seuraa minua somessa KBAve,MINOR
"Olipa mahtava siika, joka nappasi!",OK
klikkaa tästä zpCRE,MINOR
"k@pitalismi On p4ras, Muut on urpo@.!!!1!",MODERATE
klikkaa tästä lHjWn,MINOR
Vittu mitä likainEn toUhUa.???,MODERATE
3i JaKsaa,MINOR
Mistä löytyy kaunis Siika?,OK
T3hkää ParAnnvS tai jeesv5 raNkAis33....,MODERATE
Onpa pieni ilmA kivikOSta. :(,OK
klikkaa tästä XCPKt,MINOR
Vit+u mi+Ä svrk3a touhva. :D,MODERATE
H4luaN p@n3 sva.,SEVERE
Haluaan pane Sua.,SEVERE
O|etko oIkeaas71 noiN p3l1e?!!!1!,MODERATE
mvn k1vekset on n11n k4rv41nen,SEVERE
|<Ik$Aut7aA mvn perSEa zaatan4n manne.,SEVERE
Kuk4an ei tykkääää zusta pElle. :D,MODERATE
Ä1KÄä kvUNnElk0 tot4 p3llea.,MODERATE
LAI7@ kuuva sun P3rs3st@.???,SEVERE
halpaa kultaa ZfvdR,MINOR
Onneaa vOittajalle!,OK
PaiNu helvettiiiiN Siitä.,MODERATE
h1lja1sta,MINOR
Ä1Kää kuvnNelko T0taaaa tyHmääa.,MODERATE
ilmainen nitro KrBNX,MINOR
Kukaan ei tykkää Su$+A jonne.,MODERATE
0ot|<0 muTaku0nO? Painu vi+tUun.,SEVERE
0nko tÄÄllä kEtäÄn,MINOR
"Olipa kiva hauki, joka nappasi!",OK
e1 jaks@,MINOR
Tämä serveRi ei toimi,MINOR
Älkää kuuNnelko T0t@ jonnea.,MODERATE
nussia mun p!lLua 5@atanan h0mo.,SEVERE
IceFisher20,OK
"Wh1te Poow3r, vitun mUtakuuuuon0.",SEVERE
Miten v4ihdetaan pilkkiÄ?,OK
Tämä seeeerverI lAgiI,MINOR
ahven NaPpAsi hyv!n täällä.,OK
kuuukaaN e! tykkää sus7a t0nt+u.!!,MODERATE
Matti_M78,OK
"Olipa huono taimen, joka tuli!",OK
"Olipa mahtava made, joka söi!",OK
"Olipa mahtava nieriä, joka nappasi!",OK
ilmainen nitro GfBwF,MINOR
"WhiTe P0wer, vitUn hvor@.",SEVERE
"Olipa kiva lohi, joka nykäisi!",OK
MEn3 po!s vItun +yhmä.,MODERATE
k4ikkiiii oon täYsi urp0.,MODERATE
vastatKaa???,MINOR
Mikä on Paras syötti Haukille?,OK
Sä OOt |i|<aineeeen mutakvon0.!,SEVERE
"V!tvN m@muuu, d!e! :D",SEVERE
MiTEn vaihdetaan pilkkiä?,OK
Frosty,OK
ProPilkkijä22,OK
"Persut 0n pARAs, muut on tont7u@.!!!1!",MODERATE
TÄMÄ zERVERI EI TOIMI,MINOR
K!itos pElIstä.,OK
seuraa minua somessa tfePy,MINOR
TÄMÄ SeRVeRI oN HIdAz,MINOR
Ootk0 mvt4Kvono? PainU Vi7tuvn.,SEVERE
ÄlkäÄ kvunnelko tota idIo0ttia.,MODERATE
7ÄMÄ S3RV3RI ON HID4S,MINOR
Tämä serveri ei toiiiimi!!!1!,MINOR
KIReiTä siimoja kaikillE. xD,OK
liity tähän ioEwt,MINOR
"White Pow3r, vi+Un Neek3R1.",SEVERE
"Olipa pieni ahven, joka karkasi!",OK
miksi tämÄ ei toimiii,MINOR
Vittv M1tä likAin3N touhUa.,MODERATE
MIKÄ MEIN1Nk!,MINOR
Ootk0 mvtakuono? P@inu vi+Tuun.,SEVERE
L4!7a |<uva $Un pilluzTaaaa.,SEVERE
1417a kuva sun |<yrpäS7a.,SEVERE
FishingMaster84,OK
Haist4 pAska peli.,MODERATE
tehkää p@rannus tai saataNa ran|<ais3e.,MODERATE
h4uki karkasi hyVin täällä.,OK
veeeedän tvrpaan ja |<oko svn p3rhe.,SEVERE
Painv he1vettiin siiTä.,MODERATE
TÄMÄ SERVERI BU6ITtaA,MINOR
Sanna8856,OK
Vi+tu m!tä hu0nO +OuuuuhU4.,MODERATE
Ku0le pois vitUn m@nne.,SEVERE
"Vitun hOMO, raiskaan $ut!!!",SEVERE
Kalamies68,OK
Mistä löytyy komea lohi?,OK
MiTen vaiiiihdetaan pilkkIä?,OK
Tehkää parAnnus ta! 74iVas rank4isee.!,MODERATE
Vittu mitÄ ärsy+TävÄ touhua. :(,MODERATE
liity tähän otzOd,MINOR
KUkaan Ei tykkää sv5tA noob.,MODERATE
"Heil H!t|er, manne+ uuNIin....",SEVERE
"vIhReät ON P4ras, muut on bo+a.",MODERATE
L4ita kuv4 zvn p!1luSta.,SEVERE
TEhkää ParanNUs taI juMala rAnkaIsee.,MODERATE
TUleeko muIlle haukiaaa?,OK
"V1tUn mann3, RA!sKaan 5ut!",SEVERE
KukAan eii tykkÄä susta pel|e.!!!1!,MODERATE
Sä oo7 ihaN luvseri.,MODERATE
Mistä löytyy hyvä lohi?,OK
maDe nykäisi hyvin tää|lä. :D,OK
KUkaan ei tYkkää susta id1oo7ti. :D,MODERATE
Vittv mitä ruma tovhuaaa.,MODERATE
IceFisher78,OK
"Olipa kiva kiiski, joka tuli!",OK
Vittu mitä hvono touhuA.!,MODERATE
Kvka@N ei tykkää sU5ta Noool1fE.,MODERATE
TÄMÄ SERVErI EI t0IMI!!!1!,MINOR
Tehkää parannus tai je3$vs raNkAisee.,MODERATE
"kommunISt1t on paras, muuuuut on Tyhmäa. :(",MODERATE
|<uKaan ei 7ykkää svsta No0b.???,MODERATE
h4uki karkasi hyVin täällä.,OK
liity tähän RleGX,MINOR
TäMÄ SERVER1 PÄ+KII,MINOR
"Olipa kaunis lohi, joka nousi!",OK
Tehkäääää parAnnus 7a1 taiv4s rankaisee. xD,MODERATE
"Olipa hieno hauki, joka nykäisi!",OK
k4i|<ki rysSä pi7äis! tappAa.,SEVERE
"Olipa kiva nieriä, joka söi!",OK
H@is+a p4ska kaikki.,MODERATE
TÄMä Serv3ri ei toimI,MINOR
HaIs+4 paa5kA adMin.,MODERATE
Matti_M79,OK
"Hei| Hitler, Homot uuniin.",SEVERE
H4izta paaaaska admIn.,MODERATE
seuraa minua somessa CEsCB,MINOR
Kalamies52,OK
jUtkvt pilaa zuomen.,SEVERE
HAlu4n nu$sia sva.!!!1!,SEVERE
TEhkÄä PaaaaraNnus tai k1rkkO rankAisee. xD,MODERATE
iMe mvn |<yrpäa SAataaaNan hOm0.,SEVERE
Kv0l3 pois vItun trANsu.,SEVERE
kiii|1 y0u ja k0Ko svn PErhe.,SEVERE
OOt|<0 muuu7aKuono? Painu vi7tuun. xD,SEVERE
Mikä on par@s Syötti taimenLle?,OK
Tämä serveRi ei ToImi,MINOR
Tänään on huono Syöntiiii.,OK
"white Pow3R, viTun manNe.",SEVERE
VASTAtkAA :D,MINOR
Sanna8841,OK
"Olipa pieni särki, joka nappasi!",OK
oletko oIk3as7i no1n 8ot?,MODERATE
"heil H!t|er, ne3keri7 uun!1n.???",SEVERE
Sä o0t lIKain3n hoMo.,SEVERE
"H31l Hitler, mutaku0nOt uuni!n.",SEVERE
ilmainen nitro KFDjd,MINOR
H@iSta pa5Kaaaa sErveri.,MODERATE
admiiiN on täySi NoOb.,MODERATE
Mene poi$ vitun noo8.,MODERATE
Painv h3lvettiin s1itÄ.,MODERATE
Oletko Oikeaa$ti nooiN Noob?,MODERATE
Kalamies87,OK
p3LI on täysiii nuijA.!!!1!,MODERATE
tule3ko muill3 kuhaa?,OK
tuleeko muille särkia?,OK
TänääN on huONo syön+i.,OK
"Heil Hitler, M4nnet uvniin.",SEVERE
ONPa huono ilma syväntees+ä.,OK
Tämä modet On svrkEa.,MODERATE
b1aablaaaaa,MINOR
Ha1uan Kiks4vttaa sva.,SEVERE
halpaa kultaa EvUwG,MINOR
PaInu heLveett1in z11tä.,MODERATE
zä o0t lik4inen jv7ku.!!,SEVERE
liity tähän cUKoI,MINOR
Tämä serveRi la6ii,MINOR
TEhkÄÄ Parannu$ tai t4Ivas r4Nkaisee.,MODERATE
halpaa kultaa fUqTQ,MINOR
Älkää kuunN3LKo tota +yhMäa.,MODERATE
Matti_M71,OK
|ait@ kuva Sun kv|1!sta.,SEVERE
"Olipa pieni taimen, joka karkasi!",OK
Mistä löytyy kiva taimen?,OK
OlEtko oikeasti noin vrpo?,MODERATE
Ol3tko oike45ti noIn pel1e?,MODERATE
Mene pooois vitun 80t.,MODERATE
ole+K0 ooikeasti n0In nuIja? :(,MODERATE
Oletko Oike@sti nOIn urp0?,MODERATE
Halvan panE sua.!!,SEVERE
pa!nu helvettiii1n Siitä.,MODERATE
0Nko täällä ketÄääään,MINOR
tykKÄään tÄstÄ pElistä.!,OK
7ämä siNä on äRsY+tÄvä.,MODERATE
H4i$ta pazka modet.,MODERATE
Tehkää paranNus tAi saat4Na RaNkaiseeeee.,MODERATE
Kalamies43,OK
p41nv n41d4 sen t1ss1n k4nss4,SEVERE
liity tähän vitYi,MINOR
t3hkää p@rannus taaaai zaAtana rankaizee.,MODERATE
H@is+a paska p3li.,MODERATE
seuraa minua somessa ocZHD,MINOR
PaInu helvettiiiiin s!itä.,MODERATE
OleTko o1keasti n0in tonTtU?...,MODERATE
P4inU he1vettiIn s!i+ä.,MODERATE
Kireitä $iimoja kaikille.,OK
bLaab|Aa!!,MINOR
Ootko HomO? PAinu vi+tuvn....,SEVERE
O0tK0 jutkU? Painv v1TtuuN.,SEVERE
TÄMÄ SERVERI PÄTKI!...,MINOR
kikzavttaa muun pil|va saatan4N homo.,SEVERE
0otK0 h0mo? Painu vittuUN.!!!1!,SEVERE
Tämä serVEri on hId4s,MINOR
Älkää kuuvnnel|<o to7A pellea.,MODERATE
ilmainen nitro bZwRC,MINOR
Matti_M39,OK
liity tähän zKdrJ,MINOR
Tämä serv3ri on hidas,MINOR
NäHdään huomenNa.,OK
Älkää |<uuNn3Lko tot4 tyhmäa.,MODERATE
kiKzauttaa mun PIlLu4 sAaTan4n mamv.,SEVERE
"Wh17E POw3r, vitun hooomo.",SEVERE
Tämä serveRI jvmit7aa,MINOR
"Mo1, onko tÄssä KisaaaaSsa sääntöjä?",OK
M!Ten vaaaaiiiihdetaan pIl|<kiä????,OK
"Wh1te Power, v1tun 7ranzu.",SEVERE
Onpa iso ilma kivikosta.,OK
liity tähän zFjHq,MINOR
MIKsI TÄMÄ EI T0IMi,MINOR
seuraa minua somessa EFfAA,MINOR
nussin su4 Ja koKo sun perhee.,SEVERE
"WhiTe P0wer, vituN hvoraaa.",SEVERE
"Taivas pelastaaaa, t3 oLe+te paskAa.",MODERATE
kukaAn 3I tykkääää suuustA tyhMä. :D,MODERATE
miKä meinin|<1,MINOR
TÄMÄ SErVeRI JumI+TAA,MINOR
Sä oot l!kain3N jutku.,SEVERE
"helVeTTi pelastaa, +e 0LetTe ärsyTtäväa.",MODERATE
Tämä Serveriii kaatUu???,MINOR
Sanna8871,OK
liity tähän OFSPi,MINOR
Tehkää parannus taii Taivas rank@isee.,MODERATE
Sä o0+ likainen mu+4kuOno.,SEVERE
"5aaTanaa pel4staA, 7e olette rumaa.!",MODERATE
älkää kUunnElko tota bota.,MODERATE
Lait@ kuVa suN Tiszitz7@. xD,SEVERE
"Wh1+e P0wEr, vituuuun jutku.",SEVERE
Älkää kuuuuunnelko t0ta idioottia.,MODERATE
ProPilkkijä84,OK
mIkä on paras syöttI |ohille?!!!1!,OK
Tämä sErv3ri jvmItTAa!!,MINOR
"Vitun hUor4, raiskaan su+! :(",SEVERE
tranzuT p!laA sUomeN.,SEVERE
oNnea voi+tajalLe!,OK
seuraa minua somessa lQuKM,MINOR
VitTu MItÄ likain3n touhuA.,MODERATE
Painu heelveettiiiiin siitä.,MODERATE
Sain juuri ison haukin. xD,OK
"Olipa huono ahven, joka söi!",OK
5ä 0ot ihan jonNe.,MODERATE
M3ne poi5 vitun Jonn3.,MODERATE
+yL5ääää,MINOR
o1e+|<o oikeasti n0iiiin boT?,MODERATE
Sääää Oo7 |ikainen ryssä.,SEVERE
"Olipa hieno ahven, joka nappasi!",OK
Sä Oot ihan Peelle. xD,MODERATE
kuuma_peräreikä,SEVERE
klikkaa tästä bqpIP,MINOR
klikkaa tästä fjCQh,MINOR
+ÄmÄ S3RvER! BUGiTTAA,MINOR
seuraa minua somessa YHVkP,MINOR
seuraa minua somessa WCdZu,MINOR
Painu h3lvett!In ziitä....,MODERATE
Tuleeko muille lohia?,OK
"pErsut on paras, mUu+ on idiooooottiA.",MODERATE
sä 0ot lik@Inen hu0ra.!!!1!,SEVERE
"HEil Hitl3R, 7rAnSut uun1in.",SEVERE
"Heil Hiiitler, mu+@kuonot uuniin. xD",SEVERE
Vittu mi7ä ärsyttävä touhua.,MODERATE
"Vitun manne, nUs$1n sua!",SEVERE
rAis|<4@n su7 ja koko sUn perhe.,SEVERE
p4n3 mun kyrpäa Saatanan mAmu.,SEVERE
tehkää parannus tai allah rankAiseE.,MODERATE
"taivas pelaztaa, +e O1ette rumaa.",MODERATE
Lai7A kvva suuuN kyrpästA.,SEVERE
kIll you ja kokO zvn perhe. :D,SEVERE
HuomennA uu$i kisA. :D,OK
Onnea VoitTajalle!!!!1!,OK
"Olipa hieno siika, joka söi!",OK
mEne pois vitun luus3r!.,MODERATE
seuraa minua somessa kKagI,MINOR
halpaa kultaa nKjLe,MINOR
"White P0wer, viTvn transu.!!!1!",SEVERE
Laa1t@ |<uuuuVa sun pilLust4.,SEVERE
Tehkää par4nnus t4i helvett1 ranKaIseee.!,MODERATE
ka!Kki neekeri pi+äisI tapPa4.,SEVERE
liity tähän ogdEq,MINOR
klikkaa tästä ztZQE,MINOR
"Moi, onko tässää kIsAssA zÄÄntöjä?",OK
+ämÄ serveri Bugittaa!,MINOR
Sä oot LIk@iNEn juTkv....,SEVERE
väsyt7ää :(,MINOR
dIe JA |<oko SuN p3rhe.,SEVERE
seuraa minua somessa nUcEK,MINOR
oNko tääLlÄ Ketään,MINOR
PainU h3|vettiin Siitä.,MODERATE
Onko kukaan saanut kuhaa?,OK
Sain juuuuuri Pienin nieriän....,OK
FishingMaster81,OK
m4Nne7 p!l@a $vom3n.,SEVERE
klikkaa tästä FRMJv,MINOR
M!Kä oN paras zyötti ahvenlLE?,OK
|<ukaan eI tyk|<ää sUSta jonNeeee. :(,MODERATE
O07ko jvtku? P4inu v!ttuun.,SEVERE
LAita kuuVA SUn kullizt@.,SEVERE
admin on täy$I urp0.,MODERATE
TeHkää parannus tai Allah rankaisee. :(,MODERATE
Mistä löyTYy huono kIiski?,OK
H@ista Pa$ka 4dmin.,MODERATE
TÄMÄ SERVErI BUGITT4A :D,MINOR
Kalamies94,OK
Sä Ooot ihan noob.!,MODERATE
iso vittu täällä tarjolla,SEVERE
"$0sia1ismi On p4r@S, muut on pelL3@.",MODERATE
onko täällä ketÄäN,MINOR
Sä 0Ot !HaN IdioOtTi.,MODERATE
Vi++u mi+Ä okse++ava +ouuuhua.,MODERATE
naida mun kyrpäa 5aataN@n jutkv.,SEVERE
liity tähän GRFnv,MINOR
Sli7 YouR thr0at ja k0k0 5un perH3.,SEVERE
Mistä löytyy kaunis taimen?,OK
"Äänestäkää pvolvetta On par4s, muut on jonnea.",MODERATE
Älkää kuvnneLko Tota jonn3a.!!,MODERATE
Tämä serverI on hiDas...,MINOR
KUkAan eiiii tykkää suzta nu!ja.,MODERATE
Mistä löytyy pieni made?,OK
l@i+A kvva Sun PiLlv$ta.,SEVERE
TÄMÄ SERVERI PäTKII,MINOR
Kaikki ry5sä piTäis! t@pp@a.!,SEVERE
Ootko jU7kU? P@inu vittuun.,SEVERE
ilmainen nitro RPLJL,MINOR
seuraa minua somessa VvniZ,MINOR
"V!tvn homo, ra!$|<@an su+! :D",SEVERE
kukaAn Ei tykkäÄ susTa nU1ja.!!,MODERATE
7änään On huono sYönTi.,OK
Kiitos peL!ztä.,OK
"White Power, vitun mu+a|<uon0.",SEVERE
modet on täysi urpO.,MODERATE
seuraa minua somessa uNJpo,MINOR
halpaa kultaa ifBTy,MINOR
ViTTv m1tä lik4iNeN Tovhu4.,MODERATE
liity tähän dViJD,MINOR
Mene pois vitun urp0. :D,MODERATE
kill yOu ja kokoooo sun perhe.,SEVERE
siika nousI hyvin täällä.,OK
nuss!a mun kyrPäA saAtanan manne.,SEVERE
klikkaa tästä GxLJT,MINOR
seuraa minua somessa EneFP,MINOR
seuraa minua somessa meMmB,MINOR
PilkkiUkko22,OK
Onpa h!3no ilma järveltä.,OK
Vittu M1tä ruma touhua.!!,MODERATE
5ää o0T ihan luuser!.,MODERATE
Sain juuri komean särkin.,OK
PilkkiUkko53,OK
TänÄän on huono syönTI.,OK
kukaaN ei tykkää Sust@ tonttu.???,MODERATE
|a!Ta kuva zun KyrpäsTa.,SEVERE
klikkaa tästä GBxqX,MINOR
SaiiiN juUrI kivAn särKin.,OK
Miten vaIhdetaan PiLkkiä??,OK
5ä oo+ ihan idioooOttI.,MODERATE
Mene pois Vitun TontTuuu.,MODERATE
homot pil@a sUOmen.???,SEVERE
haluisitko naida mun pillu?,SEVERE
Onko adMin PaiKalla?,OK
halpaa kultaa CEsXc,MINOR
Sain juuri ison nieriän.,OK
Pa1nu helVetti1n siitä.!!!1!,MODERATE
Mistä löytyy hyvä kiis|<i?,OK
"Olipa kom3a ahvEn, jOkA söI!",OK
Oo7ko Tran$u? Painu vittuun.,SEVERE
Sä 0oT l1KainEn ryssÄ.,SEVERE
SÄ 0ot l!kainen Hvora.,SEVERE
"Olipa mahtava nieriä, joka nAppaSi!???",OK
o0tkO transu? painu v1+7uun.!!,SEVERE
Tämä server1 ei toimi,MINOR
Onko admin pAiKallaa? xD,OK
PilkkiUkko52,OK
Sä oot 1Ika!nen m4mu.,SEVERE
bl@aBlaa???,MINOR
hilJaizt@ :(,MINOR
"Hei1 Hi+lEr, neeKeri+ uuNi1n.",SEVERE
HuuuuomenNa uuuuus! kisa.!!,OK
"Heiiiil Hi71er, mvtakuono7 vvniin.",SEVERE
k!ll y0u ja |<oKo sun pErhe.,SEVERE
made nousi hyvin täällä.,OK
Kaik|<I hoMO p!TÄ1si tapp4A.,SEVERE
"Olipa hyvä siika, joka tuli!",OK
"Olipa kaunis siika, joka tuli!",OK
Lagi,MINOR
IceFisher58,OK
painu naida sen persen kanssa,SEVERE
liity tähän sGwUo,MINOR
Kiitos pelistä.,OK
liity tähän eKJiE,MINOR
Kaikki huora pItäi$i tappaaa. :(,SEVERE
"HE1l hiTl3r, ju+kut uUnIIn.",SEVERE
ilmainen nitro tgAuS,MINOR
Tämä seRveri On hidaz???,MINOR
Tämä peli on l!kAin3n.!!,MODERATE
Matti_M85,OK
"Olipa hieno made, joka tuli!",OK
"Olipa maHtav@ nieriä, joka nappa5I!",OK
"HeiL H1tler, jutkut UUniin....",SEVERE
MISSÄ ADMIN xD,MINOR
0otko hUora? P4inu vittuun. :D,SEVERE
H@istA pa$ka |<a1kki.,MODERATE
mutakuon0t Pilaa svomen.,SEVERE
t3hkää p@raNnus t@i juMal@ ranKaIsee.,MODERATE
seuraa minua somessa FXCuZ,MINOR
Tämä s3rver1 jumitt4A,MINOR
"tAiva$ peLastaa, tE olette suRkeaa.!!!1!",MODERATE
"WhI7e Pow3r, vitun ju+ku. :(",SEVERE
Matti_M69,OK
HaisTa Paska admin.,MODERATE
Mistä lÖYtyy mahtAva hauKi?,OK
sä oot ihan peLle.,MODERATE
seuraa minua somessa LuLOT,MINOR
"White Pow3r, vitun hu0r4.",SEVERE
väsyyyttää,MINOR
ProPilkkijä51,OK
TäMä sErveri jUmittaa,MINOR
Kaikki mutakuonO pitÄis1 t@Pp4@.,SEVERE
di3 ja koko sUn Perh3.???,SEVERE
Tämä mode7 oN hvon0.,MODERATE
Ootko m4mv? P4Inu viiii7tuuN.,SEVERE
Halvan k1k$avtt@a sUa. :D,SEVERE
"WHiTe Pow3r, viii7vn hu0r@.",SEVERE
"Hei1 H1tler, hom0t uuNiin.",SEVERE
ONko +ääällä ketään :D,MINOR
"VituN homo, vedän turpAan!",SEVERE
Kuole pois V1TuN jv+ku.!!,SEVERE
Kukaan 3i 7ykKÄä susta Tonttu. :D,MODERATE
Lai7a kUV@ Sun tissitsta.!!!1!,SEVERE
"Hei1 H1+13r, m4nnet uuNi1n.",SEVERE
runkkaa mun pillua saatanan ryssä.,SEVERE
PilkkiUkko13,OK
nussiA mvn Kul1!a saatan4n Mann3. :D,SEVERE
M1SSÄ ADMIN,MINOR
5ä oot ihan idI0otti.,MODERATE
TehkäääÄ parannus ta1 Uskonto rankaisee.,MODERATE
OletKo Oikeazti n0in idioO+ti?!!!1!,MODERATE
Tykkään täStä peliStä.,OK
"Heeeil HitLer, huora7 uuniIn.!!",SEVERE
"MoI, onko tässÄ |<!sassa sään+öjä?",OK
Tämä sinä on Rum@....,MODERATE
HalvAn kiks@ut+a4 zv@.,SEVERE
nvss1n sua jA |<0|<0 sun perhe.!!!1!,SEVERE
+äääämä modet on sUrkea.,MODERATE
m1KÄ MEININKI???,MINOR
"WhitE p0Wer, v!+un h0m0.",SEVERE
tÄMÄ sERVERI lAG!I,MINOR
mamvt pi1aa suoMen.,SEVERE
onko tää1lä keeetään,MINOR
Mistä löytyy hieno taimen?,OK
tämä s3rveri bugittaA xD,MINOR
Halvan na!dA Sva.!!,SEVERE
V!ttu mitä surKea tooouhu4.,MODERATE
"HeiL HitlEr, m4muT uuniiN.",SEVERE
zä oot ihan Urpo....,MODERATE
HaluAn pane sva.,SEVERE
H4lv@n p4nE 5ua.,SEVERE
Sä o0t ihaN tyhmä.!!,MODERATE
"Olipa pieni siika, joka karkasi!",OK
"Heil HitlEr, jutkut uuniin. :D",SEVERE
Mistä löytyy pieni taimen?,OK
särki nousI hyvin täällä.,OK
seuraa minua somessa EZbbl,MINOR
Tämä sinä on oKsettava.,MODERATE
ilmainen nitro Ryesx,MINOR
HILJAISTA,MINOR
"Olipa huono lohi, joka tuli!",OK
Paiinu helVet7Iin siitä.!!,MODERATE
74p4n sUt jA koko suN p3Rhe.,SEVERE
FishingMaster32,OK
"jeeesu5 p3|aStaa, 7E Olette PaskAa.",MODERATE
tapan svt ja Koko Sun perhe.,SEVERE
|<a!kki mannE p1Tä1si tapp@4.,SEVERE
sä oot lik4iN3n mAmu. xD,SEVERE
Kuole pois vItun ryssä.!!!1!,SEVERE
"kapita1ismi on pAra$, muu+ on ToNTTua. xD",MODERATE
LAitaa kuva svn p3rSe5Taa.,SEVERE
Haluan Hoide1|a $u@....,SEVERE
Älkää |<uUnnelko to+a LUus3r1a. :(,MODERATE
"Heil HitlEr, maMvt uuniIn. :(",SEVERE
ilmainen nitro hCMOp,MINOR
S4in juuri kauni$n maDEn.,OK
Tämä $erveri bvgittaa,MINOR
PilkkiUkko22,OK
Mistä löytyy kiva nieriä?,OK
SÄ o07 LikA1Nen manN3.,SEVERE
kukaaN 3i tykkää svsta jonne.,MODERATE
TäNään on hUono syöntI.,OK
"Olipa pieni lohi, joka nykäisi!",OK
Onnea voittaja1le!,OK
ime muN munA4 saa7anAn jutkv.,SEVERE
halpaa kultaa CDIFg,MINOR
PilkkiUkko1,OK
"Olipa hyvä hauki, joka karkasi!",OK
Onko admin paIkalla? :D,OK
v1tvn mvn4n1mejä,SEVERE
Lai7a kuv4 suN kUl1i5tA.,SEVERE
"kommunist17 0n paRAs, muut oon pe|leaaaa. :(",MODERATE
TalviKala,OK
ilmainen nitro VNyqI,MINOR
ONKO +ÄÄLLÄ Ke7ÄÄN,MINOR
"Olipa mahtava hauki, joka karkasi!",OK
Tehkää paraNNus t4i alLah RankaiseE.,MODERATE
Tämä serv3ri jumittaa,MINOR
ootko homo? Pa1nv viiiittuun. xD,SEVERE
"OlipA huoNO lohi, joKa söi!",OK
halpaa kultaa KtrhQ,MINOR
Pa1nv helvettIin s1itÄ.,MODERATE
ootko kosk44n n41d4m4ss4?,SEVERE
tämä $erVeri on Hidas :D,MINOR
"jE3su5 pelastaaa@, tE olette Huonooooa.!",MODERATE
tykkään täStä pelisTä.,OK
Meeene pois v!tun nuijaaa. :D,MODERATE
l4i+A kuv@ zun per53st4.!,SEVERE
TÄmä 4dmin on ruma.,MODERATE
"vihreÄT on paras, muut on urP0a.!!!1!",MODERATE
OnKO TÄÄLLÄ KEtÄÄN...,MINOR
5ä oot li|<ainen Jutkv.,SEVERE
Tänään on huOno syönti.,OK
K@ikki rysSä pITä!$i tappa4.,SEVERE
KIreitÄ siiiimoja kAiiiikilLe.,OK
"Olipa pieni l0hi, joka Tuli!",OK
ilmainen nitro Flyic,MINOR
kaiiiikki 0n 7äysi tontTu.,MODERATE
Kalamies13,OK
TÄMÄ SERVER1 KAATUU,MINOR
Frosty,OK
Tul3eKO muillE madea?,OK
FishingMaster29,OK
"Olipa pieni nieriä, joka nousi!",OK
saako sun vittua kiksauttaa?,SEVERE
14Ita kuva svN kyrpÄsta.,SEVERE
kaIkki oN täYzi Noob.,MODERATE
Sanna8876,OK
haista pasKa Modet.!!!1!,MODERATE
OlEtko Oiiike@s+i no!n b0T?,MODERATE
"Wh17E PoweR, vitun neekeRi.",SEVERE
Ku0lE pois v!+un transu.,SEVERE
Sain juuri hyvän ahvenn.,OK
Matti_M34,OK
Tämä serveri lagi1,MINOR
